smiles_i,smiles_j,smiles_i_smiles_j_diff_mean,smiles_i_smiles_j_diff_var,has_label
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCC(=O)NCCNC[C@@H](C(=O)N3CCN(C4=NC=NC5=C4[C@H](C)C[C@H]5O)CC3)C3=CC=C(Cl)C=C3)C(C)(C)C)C=C2)SC=N1,C[C@@]12C[C@H](NC(=O)C3=CC=C(N4CCN(CCCCCNC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)C=C3)C[C@]1(C)C[C@@H](OC1=CC=C(C#N)C(Cl)=C1)C2,-0.364,359.2,False
O=C(CN1CCC(SCC2=NC3=CC(NC4CCCC4)=CC(F)=C3C(=O)[NH]2)CC1)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,CC1=NOC(C)=C1C1=CC=C2C(=C1)C(C1=CC=CC=C1)N(CCCCCC(=O)NC1=CC=CC3=C1CN(C1CCC(=O)NC1=O)C3=O)C(=O)N2C,-3.793,359.2,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCN3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(CC)CCCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)C=C1)C1=CC=CC=C1,-6.312,359.2,False
COC1=CC(C2=CN(C)C(=O)C3=CN=CC=C23)=CC(OC)=C1CN1CCN(CCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1,-1.954,359.2,False
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(CCCCCCCCCCCCC(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2[NH]N=CC2=C1,CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C3=CN(CC4=CN(CCCCC(=O)NC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=N4)C4=NC=NC(N)=C34)C=C2)=NO1,-4.074,359.0,False
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC[C@H]1C,CCC1=CC2=C(C=C1N1CCC(N3CCN(C4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,-0.1617,359.0,False
CC1=CC=C(C(=O)NCCCCC2=CN(CC[C@H]([NH3+])C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O.[Cl-],CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CC(C4=CC=C(C(=O)N[C@H]5C(C)(C)[C@H](OC6=CC=C(C#N)C(Cl)=C6)C5(C)C)C=C4)C3)CC2)C2=CC=CC=C2)C(C)C)=C1,-1.314,359.0,False
CN(CCCNC(=O)CNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(C)(C)CC(C#N)C(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1,COC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(SC(C(=O)NCCCCCCCCOC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)=C2C)N2C(C)=NN=C12,-5.586,358.5,False
CCN(C1=CC(C2=CC=C(C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)=CC(C(=O)NCC2=C(C)C=C(C)[NH]C2=O)=C1C)C1CCOCC1,C=CC(=O)N1C[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C[C@H]1C(=O)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,-0.4043,358.5,False
COC1=CC2=NC(N3CCN(C(=O)C4=CN(CCOCCOCCOCC(=O)NC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)=NC(N)=C2C=C1OC,CC1=NN(C2=CC=C(C#N)C(Cl)=C2)C(C)=C1CCC1=CC=C(C(=O)NCCOCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC2=CC=CC=C2)C=C1,-0.6455,358.2,False
C=CC(=O)N1CCC[C@H](N2C(NC3=CC=CC=C3)=NC3=CN=C(NC4=CC=C(N5CCN(CCCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4)N=C32)C1,COC1=CC(/C=C2\SC(=O)N(CCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2=O)=CC=C1OC1=CC=C(C#N)C=C1C(F)(F)F,-12.82,358.2,False
CC1=CC(CN2C(N3CC4(CNC4)C3)=NC3=C(N4CCN(CCCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C(Cl)C=C32)=CC(C)=C1F,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,-13.695,358.2,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC(=O)NCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,1.114,358.2,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H](C(C)C)N3CC4=CC=CC=C4C3=O)C(OCCCCOCCCCN3CCC(N4N=C(C5=CC=C(OC6=CC=CC=C6)C=C5)C5=C(N)N=CN=C54)CC3)=C2)SC=N1,O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1,-6.535,358.2,False
CCC1=CC2=C(C=C1N1CCC(NC(=O)CCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,NC1=NC2=C(C(=O)[NH]1)[N+](CC1=CC=CC=C1)=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)NCCCCCC(=O)NC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)[C@@H](O)[C@H]1O,-3.285,358.0,False
CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)CCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)C=C1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,3.791,357.5,False
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1,2.932,357.5,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCN3CCN(C4=CC=C(C(=O)N5[C@H]6CC[C@@H]5C[C@H](OC5=CC=C(C#N)C(Cl)=C5)C6)C=C4)CC3)C(C)(C)C)C=C2)SC=N1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,-8.53,357.5,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCC(=O)NCCN3CCN(CC4=CC=CC(C5=CC=C(N6CCN(C)CC6)C(NC(=O)C6=C[NH]C(=O)C=C6C(F)(F)F)=C5)=C4)CC3)C(C)(C)C)C=C2)SC=N1,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCC3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)CC2)=N1,-1.294,357.5,False
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=C[NH]C3=NC=C(C4=CC=C(CNC(=O)CCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)C=C4)C=C23)=C1F,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCCCC(=O)NC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)N=N5)CC4)C=N3)N=C2N1C1CCCC1,2.297,357.2,False
CC1=CN=C(NC2=CC=C(N3CCN(CCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)C=C2)N=C1NC1=CC=CC(S(=O)(=O)NC(C)(C)C)=C1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOC3=CC=C(CCNC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,-3.361,357.0,False
CN(C/C=C/C(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1)CCOCCNC(=O)CNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,CN1C[C@@H](NC2=C(Br)C(=O)N(C)N=C2)C[C@@H](C2=CC=C(C(=O)N(C)CCCN(C)C3=CC=C(CCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C2)C1,-2.348,357.0,False
CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CCC(C#CC4=CC=C(N5C(=S)N(C6=CN=C(C#N)C(C(F)(F)F)=C6)C(=O)C56CCC6)C=C4)CC3)CC2)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)C)=C1,CCN(CCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1,-10.195,357.0,False
CN(CCCNC(=O)CNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CCCC(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1,CN1C[C@H](NC2=C(Br)C(=O)N(C)N=C2)C[C@H](C2=CC=C(C(=O)N(C)CCCN(C)C3=CC=C(CCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C2)C1,-2.49,356.8,False
CCC1=CC2=C(C=C1N1CCN(C(=O)CCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)NCCCCCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)[C@@H](O)[C@H]2O)C(=O)[NH]1,-5.934,356.5,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1,CN(CCOCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)[NH]2)C=C1,-6.844,356.5,False
CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=N1,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC(=O)NCCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,-2.008,356.2,False
O=C(CCCCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,C=CC(=O)NC1=CC=CC(N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCCCNC(=O)C6=CC=C(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@](C#N)(C8=CC=C(Cl)C=C8F)[C@H]7C7=CC=CC(Cl)=C7F)C(OC)=C6)CC5)C=C4OC)N=C32)=C1,4.504,356.0,False
CC1(C)C(=O)N(C2=CC=C(C#N)C(C(F)(F)F)=C2)C(=S)N1C1=CC=C(C(=O)NCCCCCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C(F)=C1,CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C3=CN(CCCCC4=CN(CCCC(=O)NC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=N4)C4=NC=NC(N)=C34)C=C2)=NO1,1.096,355.8,False
N#CC1=CC=C(O[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)C2=CC=C(N3CCN(CCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C=C1Cl,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCOCCOCCOC1=CC=C2N=C(/N=N/C3=CC=C(N(C)C)C=C3)SC2=C1,-5.86,355.2,False
CN1C2=CC=CC=C2C(=O)NC2=CN=C(NC3=CC=C(N4CCN(C(=O)CCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)N=C21,CN(CCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F,7.895,355.2,False
COC1=CC(N2CCN(CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2S(=O)(=O)C(C)C)=N1,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(C4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,-1.225,355.2,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCN3CCN(C4=CN=C(C(=O)N5[C@H]6CC[C@@H]5C[C@H](OC5=CC=C(C#N)C(Cl)=C5)C6)C=N4)CC3)C(C)(C)C)C=C2)SC=N1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,-6.047,355.2,False
O=C(CNC(=O)C1=CC=CC(C2=CC(NC3=CC=C(OC(F)(F)F)C=C3)=NC=N2)=C1)NCCCOCCOCCOCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)N3CCC(CCC#CC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)CC3)C[C@H](NC(=O)C3=CC4=CC(C(F)(F)P(=O)(O)O)=CC=C4[NH]3)C(=O)N12)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1,11.0,355.2,False
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,COC1=CC(C(=O)NCCOCCOCCOCCOCC#CC2=CN(CC3=NC=C(C)C(OC)=C3C)C3=NC(N)=NC(Cl)=C23)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F,-3.117,355.2,False
COC1=CC(N2CCC(N3CCN(C(=O)CCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,CC(C)(C)S(=O)(=O)C1=CC2=C(NC3=CC=C4SC=NC4=C3)C=CN=C2C=C1OCCOCCOCCOCCOCC(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,-6.293,355.2,False
CN(C1=NC=CN=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC2=CC=CC=C2)C=C1)C1=CC=CC=C1,-6.43,355.2,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOC3=CC=C(C4=CSC(N5CCOCC5)=N4)C=C3N)C(C)(C)C)C=C2)SC=N1,CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[C@H](NC(=O)C2=CC=C(N3CCC(N4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)CC1,3.873,355.0,False
CCN1C(=O)N(CC(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C(=O)C2=CC(C(N)=O)=C(N)N=C21,COC1=CC(C(=O)NCCOCCOCCOCCN2CCN(C3=CC=C(NC4=NC=C5C(C)=C(C(C)=O)C(=O)N(C6CCCC6)C5=N4)N=C3)CC2)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F,15.56,355.0,False
COC1=CC(C2=CN(C)C(=O)C3=CN=CC=C23)=CC(OC)=C1CN1CC(NC(=O)COCCOC2=CC(C3=C(C)N=CS3)=CC=C2CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C1,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCOCCCC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,-2.973,355.0,False
CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCCCCOCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCCCCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)=N1,-5.973,355.0,False
COC1=CC(C2=CN(C)C(=O)C3=CN=CC=C23)=C(OC)C=C1CN1CC(NC(=O)COCCOCCOC2=CC(C3=C(C)N=CS3)=CC=C2CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C1,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCN1C=C(COCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1,1.395,355.0,False
CCC(=O)N1CCC[C@H](N2C(NC3=CC=CC=C3)=NC3=CN=C(NC4=CC=C(N5CCN(CCCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4)N=C32)C1,C[C@@]12C[C@H](NC(=O)C3=CC=C(N4CCN(CCCCCCCNC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)C=C3)C[C@]1(C)C[C@@H](OC1=CC=C(C#N)C(Cl)=C1)C2,-4.867,354.8,False
CC1=C(C2=CC=C(CNC(=O)[C@H]3C[C@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCN3CCC(C(=O)NC4=NC=C(SCC5=NC=C(C(C)(C)C)O5)S4)CC3)C(C)(C)C)C=C2)SC=N1,CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC(=O)CCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,-1.311,354.8,False
O=C(CCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC6=CC=CC=C6)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,0.736,354.5,False
CC(C)S(=O)(=O)C1=CC=CC=C1NC1=NC(NC2=CC=C(N3CCN(CCOCCOCCOCCNC(=O)CNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)=NC=C1Cl,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,1.226,354.2,False
CC1(C)C(=O)N(C2=CC=C(C#N)C(C(F)(F)F)=C2)C(=S)N1C1=CC=C(C2=CC=C(OCCCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C=C1,CC(C(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O)N1C=C(CCCCN2C=C(C3=CC=C(NC(=O)NC4=NOC(C(C)(C)C)=C4)C=C3)C3=C(N)N=CN=C32)N=N1,1.783,354.2,False
CC(C)OC1=CC=CC=C1C1=CN(C)C(=O)C2=C1C=C(C(=O)NCC1=CC=C(C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C1)[NH]2,COC1=CC(/N=N/C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)=CC(OC)=C1OCC(=O)NCCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(SC(C)=C2C)N2C(C)=NN=C12,2.535,354.0,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCN(C)CCCONC(=O)C3=CC=C(F)C(F)=C3NC3=CC=C(I)C=C3F)C(C)(C)C)C=C2)SC=N1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,-0.3542,354.0,False
